min,mean,max,std
40.40187535982148,41.2960364566954,42.51777613815489,0.5154163421458806
38.189450519840435,39.024759304504734,40.17778645676754,0.5116999850272709
33.23214024146941,34.081153117507874,35.21199066979788,0.5015834517887345
22.45172059556596,23.322020819399878,24.343050088240798,0.47085831726165517
16.017660011167,16.72954537574848,17.57059069649812,0.3720254610266965
31.654062611420084,34.40380859184473,35.74919073821878,0.7357039592072817
29.755655324391043,32.82245922150457,34.06567067761955,0.7582904964146266
26.451323643459567,29.4718619499409,30.680863843504216,0.7367459150992408
18.309016246796904,21.08474115642569,22.125423833302307,0.674678918643604
12.64747650998431,15.116531032273931,16.32289814868002,0.6524330572343476
34.4847382191056,37.19695670336788,38.67880177135768,0.7273091223822413
32.925129396201136,35.08982366067516,36.28274953964791,0.6073564653462448
29.834203809714534,31.461925517534667,32.31805445259141,0.47073082921069165
20.060420463903455,21.2062761201744,22.102898214911086,0.36033846219809895
13.073026106600414,14.288040187691433,15.341280389152656,0.3648363164820043
25.084022335310785,28.210689964056623,31.834868087498545,1.5111024047915131
23.660292279051735,26.624735034139132,30.07666654453469,1.527795869379724
19.441723999813924,22.73095969764865,25.9795211613883,1.457881569142375
5.888201496671476,10.82818788824733,14.226096402515989,1.6108642204581343
-1.0252260141595149,3.718315184088015,6.924001402031182,1.5137432660975554
23.03029439497809,33.734976113636435,38.137707877913854,4.279852973800912
21.875267200988095,30.65943047187133,35.07039387109579,3.5054774929437196
18.462611737169624,25.40649322753978,29.975096632398742,2.7507742278057026
6.927099425604863,11.271337670347775,16.350875828090768,2.1059025557674658
-0.4149320528264827,3.122360325767062,7.070117580262758,1.658709133994002
39.0018825938379,40.10919594798644,41.53071812510394,0.5259837673706029
37.444625636619215,38.48766628420384,39.944216295290076,0.48388167030009754
33.574644939327726,34.64248565183118,36.12420529200402,0.44569828050085236
24.899213502482876,26.373060134686067,28.006313155353446,0.4826820020385505
19.34761539423653,21.134807525432258,22.849092071059722,0.5263583625238181
32.538750414641,34.72235346994223,38.55828895440057,1.3130983478302969
30.402449186709518,32.5257983135995,35.94176379896407,1.221434030015968
26.75100898940073,28.81595318553307,32.164898982136144,1.1897250345077388
17.66983150506992,19.739887722696054,22.862795610595747,1.0668192320718068
10.871706709574754,13.255828404610037,15.722112307062039,1.035099938027414
26.14096898381557,28.609322102137764,30.703082358719616,1.361303198789965
23.881072321949727,26.685729540838718,28.75454150766884,1.4337030237025123
20.9111478041833,23.319812872084675,25.33620518919052,1.4046524898117099
11.754564306576185,14.052240216255532,16.065089263832792,1.322012504384731
4.1333560795874345,6.419988279785895,8.470091330133883,1.086116972212852
30.068341454844187,31.219739594011376,31.617319951139887,0.25466589544387824
27.155330864984727,28.97006420333437,29.40510633007875,0.37966650464877816
23.494112397627738,25.32124659327237,25.753854646021427,0.3805030597914013
16.10139025135556,17.36951228753929,17.8116923056727,0.2952682773173713
10.160533110786227,11.158251371930014,11.569006374697905,0.25319082938065
27.824193700278617,29.20218030116584,30.01844624546323,0.39417525863515235
26.05405970661003,27.680738820288536,28.52829436399821,0.406274086736325
23.27158345265326,24.81836258285218,25.656076839131714,0.3862022173196665
14.356777142671818,15.669791801619747,16.572411543345694,0.3672824434878224
6.889410622310856,7.729820443146382,8.565166986777706,0.30580568188818047
21.562540414501694,30.63078864970246,34.32979442866343,2.1124369456955407
20.93921723747736,29.28966257475337,32.70582108961849,1.9850367467590384
19.091230532711457,26.487971981370848,29.57197366972084,1.818635808809358
11.647958680760734,18.977380776356107,22.06028059406124,1.7550149024449224
